x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-71.33,48.57,48.57,-71.33,7066820.1991.03,7066820,Mar,Monthly,QC,1991-03,-6.3,C,-0.1,C,-12.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.32,48.42,48.42,-64.32,7051050.2009.10,7051050,Oct,Monthly,QC,2009-10,,C,,C,,C,,mm,,mm,,mm,1014.2,hPa,1012.3,hPa,,kph
-59.33,47.77,47.77,-59.33,8403300.1990.03,8403300,Mar,Monthly,NL,1990-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-89.8,68.53,68.53,-89.8,2303094.1993.03,2303094,Mar,Monthly,NU,1993-03,-29.8,C,-24.3,C,-35.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-125.97,54.38,54.38,-125.97,1091174.2020.01,1091174,Jan,Monthly,BC,2020-01,-12.1,C,-6.2,C,-18,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.35,55.5333,55.5333,-102.35,4063560.1990.10,4063560,Oct,Monthly,SK,1990-10,,C,,C,,C,66.4,mm,32.3,mm,34.1,mm,,hPa,,hPa,,kph
-72.65,46.23,46.23,-72.65,7025442.2009.02,7025442,Feb,Monthly,QC,2009-02,-9.5,C,-4.3,C,-14.7,C,,mm,,mm,,mm,1015.6,hPa,1014.6,hPa,,kph
-104,53.33,53.33,-104,4075518.2004.02,4075518,Feb,Monthly,SK,2004-02,,C,,C,,C,34.8,mm,1.2,mm,33.5,mm,1018.6,hPa,971.3,hPa,,kph
-78.08,58.47,58.47,-78.08,710S005.2005.08,710S005,Aug,Monthly,QC,2005-08,10.6,C,14.8,C,6.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.48,49.48,49.48,-111.48,3032642.1990.03,3032642,Mar,Monthly,AB,1990-03,0,C,6.6,C,-6.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.62,66.58,66.58,-61.62,2400654.2013.01,2400654,Jan,Monthly,NU,2013-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-77.75,55.2833,55.2833,-77.75,7103536.2006.02,7103536,Feb,Monthly,QC,2006-02,,C,,C,,C,34.6,mm,0,mm,34.6,mm,1011.4,hPa,1010,hPa,16.5,kph
-62.58,46.45,46.45,-62.58,8300562.2008.10,8300562,Oct,Monthly,PE,2008-10,8.8,C,12.5,C,5.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-99.95,50.65,50.65,-99.95,5013117.2000.07,5013117,Jul,Monthly,MB,2000-07,16.6,C,23.3,C,9.9,C,,mm,,mm,,mm,1015.7,hPa,-9999.9,hPa,,kph
-105,52.33,52.33,-105,4015440.2005.04,4015440,Apr,Monthly,SK,2005-04,6.1,C,11.6,C,0.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-116.47,53.58,53.58,-116.47,3062239.2018.11,3062239,Nov,Monthly,AB,2018-11,-3.1,C,1.9,C,-8.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-74,45.98,45.98,-74,7037310.2009.11,7037310,Nov,Monthly,QC,2009-11,2.5,C,6.7,C,-1.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.2,49.13,49.13,-68.2,7040442.2010.11,7040442,Nov,Monthly,QC,2010-11,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-78.17,43.95,43.95,-78.17,6151684.2013.03,6151684,Mar,Monthly,ON,2013-03,,C,,C,,C,,mm,,mm,,mm,1014.3,hPa,1004.6,hPa,,kph
-80.33,43.73,43.73,-80.33,6142400.2014.09,6142400,Sep,Monthly,ON,2014-09,15.2,C,20.2,C,10.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.35,55.5333,55.5333,-102.35,4063560.2005.03,4063560,Mar,Monthly,SK,2005-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-128.58,54.47,54.47,-128.58,1068134.1998.03,1068134,Mar,Monthly,BC,1998-03,3.6,C,7.1,C,0.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.12,58.77,58.77,-111.12,3072659.2018.11,3072659,Nov,Monthly,AB,2018-11,-10.1,C,-7.5,C,-12.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.97,49.22,49.22,-102.97,4012410.1994.11,4012410,Nov,Monthly,SK,1994-11,-2.4,C,2.9,C,-7.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.72,45.38,45.38,-75.72,6105978.2008.12,6105978,Dec,Monthly,ON,2008-12,-7.9,C,-3,C,-12.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-107.92,51.57,51.57,-107.92,4046884.2017.04,4046884,Apr,Monthly,SK,2017-04,4.1,C,10.5,C,-2.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-107.32,50.83,50.83,-107.32,4020560.2019.08,4020560,Aug,Monthly,SK,2019-08,17.3,C,25.4,C,9.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.82,49.13,49.13,-113.82,3056214.2010.05,3056214,May,Monthly,AB,2010-05,6,C,11.3,C,0.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-133.52,68.32,68.32,-133.52,2202578.2012.08,2202578,Aug,Monthly,NT,2012-08,14.1,C,18.4,C,9.7,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-116.5178,49.0971,49.0971,-116.5178,1142160.2003.07,1142160,Jul,Monthly,BC,2003-07,,C,,C,,C,0,mm,0,mm,0,mm,,hPa,,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.2002.11,2400635,Nov,Monthly,NU,2002-11,,C,,C,,C,109.6,mm,0.3,mm,109.3,mm,1005.9,hPa,999.4,hPa,,kph
-131.02,51.93,51.93,-131.02,1051350.2000.01,1051350,Jan,Monthly,BC,2000-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-78.53,45.03,45.03,-78.53,6163171.1997.06,6163171,Jun,Monthly,ON,1997-06,16.9,C,25,C,8.9,C,67.9,mm,67.9,mm,0,mm,,hPa,,hPa,,kph
-128.8223,60.1165,60.1165,-128.8223,2101200.2009.09,2101200,Sep,Monthly,YT,2009-09,,C,,C,,C,73.3,mm,72.8,mm,0.5,mm,1011.4,hPa,929.8,hPa,6.4,kph
-84.5094,46.4833,46.4833,-84.5094,6057592.1995.04,6057592,Apr,Monthly,ON,1995-04,,C,,C,,C,106.7,mm,77.6,mm,29.1,mm,1014.6,hPa,990.8,hPa,16.6,kph
-68.55,63.75,63.75,-68.55,2402592.2018.10,2402592,Oct,Monthly,NU,2018-10,-6.2,C,-3.4,C,-9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.83,53.35,53.35,-110.83,3016800.2004.04,3016800,Apr,Monthly,AB,2004-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-62.33,82.5,82.5,-62.33,2400305.2013.08,2400305,Aug,Monthly,NU,2013-08,-1.1,C,1.3,C,-3.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-59.19,55.08,55.08,-59.19,8502NHR.1996.03,8502NHR,Mar,Monthly,NL,1996-03,,C,,C,,C,151.2,mm,30.3,mm,120.9,mm,1009.1,hPa,999.8,hPa,,kph
-102.2833,50.9,50.9,-102.2833,4010400.2010.05,4010400,May,Monthly,SK,2010-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-110.08,50.3,50.3,-110.08,3025768.2004.03,3025768,Mar,Monthly,AB,2004-03,1.7,C,6.9,C,-3.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-126.6,52.39,52.39,-126.6,1060841.2003.11,1060841,Nov,Monthly,BC,2003-11,,C,,C,,C,142.6,mm,82.3,mm,60.3,mm,1015.3,hPa,1010.8,hPa,,kph
-107.68,50.3,50.3,-107.68,4028038.2017.08,4028038,Aug,Monthly,SK,2017-08,18.5,C,25.9,C,11,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.72,45.38,45.38,-75.72,6105978.2009.06,6105978,Jun,Monthly,ON,2009-06,17.6,C,23.1,C,12.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-59.1547,47.5739,47.5739,-59.1547,8402975.1995.11,8402975,Nov,Monthly,NL,1995-11,,C,,C,,C,,mm,,mm,,mm,1017.1,hPa,1011.9,hPa,30.1,kph
-117.81,70.76,70.76,-117.81,2502501.1990.05,2502501,May,Monthly,NT,1990-05,,C,,C,,C,13.5,mm,0.9,mm,12.6,mm,-9999.9,hPa,-9999.9,hPa,,kph
-66.4,49.0167,49.0167,-66.4,7051175.2000.12,7051175,Dec,Monthly,QC,2000-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-74.07,45.5,45.5,-74.07,7015730.2007.04,7015730,Apr,Monthly,QC,2007-04,4.9,C,9.7,C,0,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-128.65,66.25,66.25,-128.65,2201450.2013.07,2201450,Jul,Monthly,NT,2013-07,16.4,C,21.7,C,11,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.65,49.13,49.13,-111.65,3044232.2011.03,3044232,Mar,Monthly,AB,2011-03,-3.4,C,1.8,C,-8.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.55,48.88,48.88,-123.55,1016995.1992.07,1016995,Jul,Monthly,BC,1992-07,18.4,C,22.6,C,14.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-82.17,50.07,50.07,-82.17,6077845.2015.01,6077845,Jan,Monthly,ON,2015-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-83.35,47.82,47.82,-83.35,6061361.1997.09,6061361,Sep,Monthly,ON,1997-09,,C,,C,,C,70.7,mm,70.7,mm,0,mm,1014.1,hPa,960.8,hPa,,kph
-105.15,52.42,52.42,-105.15,4056121.2004.06,4056121,Jun,Monthly,SK,2004-06,13.8,C,20,C,7.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-135.01,68.22,68.22,-135.01,2200100.2011.07,2200100,Jul,Monthly,NT,2011-07,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-110.7208,50.0189,50.0189,-110.7208,3034480.2014.07,3034480,Jul,Monthly,AB,2014-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1014.9,hPa,932.1,hPa,14.9,kph
-57.035,53.7083,53.7083,-57.035,8501100.1996.06,8501100,Jun,Monthly,NL,1996-06,,C,,C,,C,99,mm,98.6,mm,0.4,mm,1012.4,hPa,1010.7,hPa,15.6,kph
-133.52,68.32,68.32,-133.52,2202578.2011.09,2202578,Sep,Monthly,NT,2011-09,5.4,C,8.2,C,2.5,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-127.7333,55.2,55.2,-127.7333,1073347.1999.08,1073347,Aug,Monthly,BC,1999-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105.68,53.22,53.22,-105.68,4056243.2011.02,4056243,Feb,Monthly,SK,2011-02,-15.2,C,-9.3,C,-21.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.27,42.85,42.85,-80.27,6137730.1990.12,6137730,Dec,Monthly,ON,1990-12,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-98.03,49.5,49.5,-98.03,502I001.1991.11,502I001,Nov,Monthly,MB,1991-11,-8.1,C,-3.6,C,-12.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.08,43.92,43.92,-80.08,6155790.1990.09,6155790,Sep,Monthly,ON,1990-09,13.9,C,18.8,C,9.1,C,94.5,mm,94.5,mm,0,mm,,hPa,,hPa,,kph
-57.035,53.7083,53.7083,-57.035,8501100.1996.12,8501100,Dec,Monthly,NL,1996-12,,C,,C,,C,128.5,mm,34.8,mm,93.7,mm,1014.8,hPa,1013,hPa,21.8,kph
-79.42,46.37,46.37,-79.42,6085680.2012.03,6085680,Mar,Monthly,ON,2012-03,2,C,7,C,-3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.9,44.4,44.4,-80.9,6111467.1994.12,6111467,Dec,Monthly,ON,1994-12,-1.2,C,2.4,C,-4.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-114.1,51.7833,51.7833,-114.1,3024920.2014.09,3024920,Sep,Monthly,AB,2014-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-84.17,49.75,49.75,-84.17,6075543.1992.02,6075543,Feb,Monthly,ON,1992-02,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1018.6,hPa,-9999.9,hPa,,kph
-121.58,49.35,49.35,-121.58,1104488.2007.07,1104488,Jul,Monthly,BC,2007-07,20.6,C,26.6,C,14.5,C,57.7,mm,57.7,mm,0,mm,,hPa,,hPa,,kph
-93.43,68.82,68.82,-93.43,2303685.2014.04,2303685,Apr,Monthly,NU,2014-04,-22.7,C,-17.6,C,-27.8,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-105.3,73.77,73.77,-105.3,2403756.2005.02,2403756,Feb,Monthly,NU,2005-02,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.6167,57.25,57.25,-105.6167,4063755.1990.11,4063755,Nov,Monthly,SK,1990-11,,C,,C,,C,44.9,mm,0.1,mm,44.8,mm,,hPa,,hPa,,kph
-75.7167,45.3833,45.3833,-75.7167,6105976.2002.09,6105976,Sep,Monthly,ON,2002-09,,C,,C,,C,57.3,mm,57.3,mm,0,mm,,hPa,,hPa,,kph
-119.4,55.2,55.2,-119.4,3070600.2005.12,3070600,Dec,Monthly,AB,2005-12,-6.4,C,-2.1,C,-10.6,C,21.6,mm,4.1,mm,17.5,mm,,hPa,,hPa,,kph
-120.73,56.23,56.23,-120.73,1183001.1998.09,1183001,Sep,Monthly,BC,1998-09,11.1,C,16.9,C,5.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-114.78,55.3,55.3,-114.78,3066001.2007.02,3066001,Feb,Monthly,AB,2007-02,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-74.07,45.5,45.5,-74.07,7015730.1990.01,7015730,Jan,Monthly,QC,1990-01,-4.8,C,-0.8,C,-8.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.14,55.31,55.31,-123.14,1184790.2009.06,1184790,Jun,Monthly,BC,2009-06,,C,,C,,C,,mm,,mm,,mm,1013.2,hPa,932.1,hPa,,kph
-113.38,54.63,54.63,-113.38,3060330.1990.08,3060330,Aug,Monthly,AB,1990-08,15.9,C,22.1,C,9.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-128.7,54.02,54.02,-128.7,1064321.1998.11,1064321,Nov,Monthly,BC,1998-11,3.2,C,5.5,C,0.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-100.47,51.1,51.1,-100.47,5040985.1992.03,5040985,Mar,Monthly,MB,1992-03,-4.5,C,0.4,C,-9.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-60.45,46.5333,46.5333,-60.45,8206450.2002.07,8206450,Jul,Monthly,NS,2002-07,,C,,C,,C,46.7,mm,46.7,mm,0,mm,,hPa,,hPa,,kph
-113.68,61.18,61.18,-113.68,2202000.2001.03,2202000,Mar,Monthly,NT,2001-03,-14.5,C,-9.8,C,-19.2,C,32.7,mm,0,mm,32.7,mm,-9999.9,hPa,-9999.9,hPa,,kph
-122.5972,58.8364,58.8364,-122.5972,1192940.2006.08,1192940,Aug,Monthly,BC,2006-08,,C,,C,,C,33.2,mm,33.2,mm,0,mm,1012.6,hPa,966.8,hPa,6.7,kph
-116.48,53.6,53.6,-116.48,3062242.2005.06,3062242,Jun,Monthly,AB,2005-06,,C,,C,,C,,mm,,mm,,mm,1011.8,hPa,904.7,hPa,,kph
-129.8333,59.2833,59.2833,-129.8333,1191440.2009.05,1191440,May,Monthly,BC,2009-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-82.3,42.99,42.99,-82.3,6127514.1996.12,6127514,Dec,Monthly,ON,1996-12,,C,,C,,C,,mm,,mm,,mm,1015.7,hPa,993.4,hPa,,kph
-111.48,49.48,49.48,-111.48,3032642.1990.06,3032642,Jun,Monthly,AB,1990-06,14,C,21.4,C,6.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-77.32,45.95,45.95,-77.32,6106398.2009.08,6106398,Aug,Monthly,ON,2009-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-111.12,58.77,58.77,-111.12,3072658.2001.06,3072658,Jun,Monthly,AB,2001-06,,C,,C,,C,17,mm,17,mm,0,mm,1015,hPa,986.8,hPa,,kph
-86.22,66.52,66.52,-86.22,2403490.2007.11,2403490,Nov,Monthly,NU,2007-11,,C,,C,,C,,mm,,mm,,mm,1011.4,hPa,1008.1,hPa,,kph
-121.6078,50.2569,50.2569,-121.6078,1114745.2014.07,1114745,Jul,Monthly,BC,2014-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-102.47,51.27,51.27,-102.47,4019073.2017.08,4019073,Aug,Monthly,SK,2017-08,17.4,C,24.7,C,10.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-59.19,55.08,55.08,-59.19,8502NHR.2006.08,8502NHR,Aug,Monthly,NL,2006-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1007.7,hPa,998.9,hPa,,kph
-123.43,63.22,63.22,-123.43,2204000.1994.03,2204000,Mar,Monthly,NT,1994-03,-13.5,C,-7,C,-19.8,C,14,mm,0.5,mm,13.4,mm,-9999.9,hPa,-9999.9,hPa,,kph
-124.7167,70.1667,70.1667,-124.7167,2200675.1991.12,2200675,Dec,Monthly,NT,1991-12,-26,C,-24.2,C,-27.7,C,4.8,mm,0,mm,4.8,mm,1009.3,hPa,997.6,hPa,22,kph
-81.15,43.03,43.03,-81.15,6144478.2002.09,6144478,Sep,Monthly,ON,2002-09,19,C,25.5,C,12.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.8167,50.1833,50.1833,-61.8167,7045400.1993.06,7045400,Jun,Monthly,QC,1993-06,,C,,C,,C,44.4,mm,44.4,mm,0,mm,1011.6,hPa,1010.4,hPa,16.7,kph
-111.7333,53.4167,53.4167,-111.7333,3015405.1994.11,3015405,Nov,Monthly,AB,1994-11,,C,,C,,C,16.1,mm,0.1,mm,15.9,mm,,hPa,,hPa,,kph
-130.03,63.25,63.25,-130.03,2100693.2009.09,2100693,Sep,Monthly,YT,2009-09,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-88.9053,50.2936,50.2936,-88.9053,6040325.2012.10,6040325,Oct,Monthly,ON,2012-10,3.9,C,7.6,C,0.1,C,,mm,,mm,,mm,1012.6,hPa,973,hPa,7.6,kph
-77.82,49.77,49.77,-77.82,7094639.1996.02,7094639,Feb,Monthly,QC,1996-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-64.29,49.84,49.84,-64.29,7056202.2012.08,7056202,Aug,Monthly,QC,2012-08,,C,,C,,C,,mm,,mm,,mm,1011.6,hPa,1005.1,hPa,,kph
-93.43,68.82,68.82,-93.43,2303685.2009.05,2303685,May,Monthly,NU,2009-05,-11,C,-7.7,C,-14.2,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1014.4,hPa,1008.8,hPa,,kph
-72.7833,47.4,47.4,-72.7833,7074240.2012.02,7074240,Feb,Monthly,QC,2012-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-131.66,54.16,54.16,-131.66,1056869.1997.02,1056869,Feb,Monthly,BC,1997-02,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,-9999.9,hPa,,kph
-94.38,49.78,49.78,-94.38,6034073.2005.10,6034073,Oct,Monthly,ON,2005-10,6.9,C,10.5,C,3.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-63.1286,46.2886,46.2886,-63.1286,8300300.2007.12,8300300,Dec,Monthly,PE,2007-12,,C,,C,,C,217.9,mm,8.9,mm,209.1,mm,-9999.9,hPa,-9999.9,hPa,18.5,kph
-77.32,45.95,45.95,-77.32,6106396.2008.05,6106396,May,Monthly,ON,2008-05,9.7,C,17.5,C,1.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-125.9966,53.7722,53.7722,-125.9966,1085835.1994.04,1085835,Apr,Monthly,BC,1994-04,,C,,C,,C,24.7,mm,13.6,mm,11,mm,,hPa,,hPa,,kph
-74.55,46.08,46.08,-74.55,703GDKB.2018.11,703GDKB,Nov,Monthly,QC,2018-11,-3.7,C,0.3,C,-7.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.2667,55.15,55.15,-105.2667,4064150.2007.06,4064150,Jun,Monthly,SK,2007-06,,C,,C,,C,76.5,mm,76.5,mm,0,mm,1013.1,hPa,967.6,hPa,13.1,kph
-62.4667,46.4667,46.4667,-62.4667,8300447.2008.05,8300447,May,Monthly,PE,2008-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-122.9711,49.4403,49.4403,-122.9711,1107200.2011.10,1107200,Oct,Monthly,BC,2011-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-77.63,44.32,44.32,-77.63,6158050.2008.11,6158050,Nov,Monthly,ON,2008-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-113.82,49.13,49.13,-113.82,3056214.2010.07,3056214,Jul,Monthly,AB,2010-07,15.3,C,22.2,C,8.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.95,49.22,49.22,-123.95,1025C70.1991.02,1025C70,Feb,Monthly,BC,1991-02,7.5,C,10.9,C,4.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.6,53.3,53.3,-113.6,3012206.2003.06,3012206,Jun,Monthly,AB,2003-06,13.7,C,19.8,C,7.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.72,50.03,50.03,-110.72,3034485.2009.12,3034485,Dec,Monthly,AB,2009-12,-14.3,C,-9.6,C,-18.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.53,45.8,45.8,-80.53,6110967.1992.05,6110967,May,Monthly,ON,1992-05,,C,,C,,C,,mm,,mm,,mm,1019.3,hPa,-9999.9,hPa,,kph
-78.83,43.87,43.87,-78.83,6155878.2019.04,6155878,Apr,Monthly,ON,2019-04,6.2,C,10.4,C,2.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-104.2,51.77,51.77,-104.2,40190LN.2006.11,40190LN,Nov,Monthly,SK,2006-11,-7.2,C,-2.7,C,-11.7,C,,mm,,mm,,mm,1014.5,hPa,945.2,hPa,,kph
-140.4,62.37,62.37,-140.4,2101000.2001.04,2101000,Apr,Monthly,YT,2001-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-109.5,50.92,50.92,-109.5,402DAF0.2018.08,402DAF0,Aug,Monthly,SK,2018-08,17.9,C,26.9,C,8.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.8333,55.9667,55.9667,-113.8333,3076908.2001.06,3076908,Jun,Monthly,AB,2001-06,,C,,C,,C,63.8,mm,63.8,mm,0,mm,,hPa,,hPa,,kph
-108.42,55.83,55.83,-108.42,4060983.2008.03,4060983,Mar,Monthly,SK,2008-03,-9.5,C,-3.3,C,-15.7,C,,mm,,mm,,mm,1019.1,hPa,963.7,hPa,,kph
-76.05,46.07,46.07,-76.05,7038975.1994.02,7038975,Feb,Monthly,QC,1994-02,-14.7,C,-7.8,C,-21.7,C,54.3,mm,0.3,mm,54,mm,,hPa,,hPa,,kph
-89.9,53.82,53.82,-89.9,6010739.2009.06,6010739,Jun,Monthly,ON,2009-06,,C,,C,,C,,mm,,mm,,mm,1012.1,hPa,985.1,hPa,,kph
-125.77,58.93,58.93,-125.77,1195250.1997.04,1195250,Apr,Monthly,BC,1997-04,1.6,C,8.8,C,-5.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-70.53,46.75,46.75,-70.53,7050240.1999.04,7050240,Apr,Monthly,QC,1999-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-101.8667,52.0833,52.0833,-101.8667,4086000.1995.09,4086000,Sep,Monthly,SK,1995-09,,C,,C,,C,3,mm,0.4,mm,2.5,mm,,hPa,,hPa,,kph
-103.7,58.1833,58.1833,-103.7,4061632.2015.11,4061632,Nov,Monthly,SK,2015-11,,C,,C,,C,22,mm,0,mm,22,mm,,hPa,,hPa,,kph
-110.37,65.48,65.48,-110.37,2300850.2003.06,2300850,Jun,Monthly,NU,2003-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-125.25,72,72,-125.25,2503648.2004.01,2503648,Jan,Monthly,NT,2004-01,-28.9,C,-24.4,C,-33.3,C,,mm,,mm,,mm,1029.8,hPa,1017.6,hPa,,kph
-109.17,62.72,62.72,-109.17,2201900.1991.08,2201900,Aug,Monthly,NT,1991-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-65.4678,47.0095,47.0095,-65.4678,8101000.2015.03,8101000,Mar,Monthly,NB,2015-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-103.55,78.8,78.8,-103.55,2402604.2010.07,2402604,Jul,Monthly,NU,2010-07,4,C,6.6,C,1.5,C,,mm,,mm,,mm,1008.2,hPa,1000.7,hPa,,kph
-75.1408,68.8986,68.8986,-75.1408,2402684.2005.04,2402684,Apr,Monthly,NU,2005-04,-16.1,C,-13.3,C,-18.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1019.6,hPa,998.2,hPa,25.4,kph
-76.01,46.3,46.3,-76.01,7034480.1990.09,7034480,Sep,Monthly,QC,1990-09,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,994.5,hPa,,kph
-71,48.3333,48.3333,-71,7060400.2010.10,7060400,Oct,Monthly,QC,2010-10,5.9,C,9.4,C,2.3,C,81.3,mm,73.9,mm,7.4,mm,1009.5,hPa,990,hPa,19.7,kph
-114.4403,62.4628,62.4628,-114.4403,2204100.1997.09,2204100,Sep,Monthly,NT,1997-09,,C,,C,,C,51,mm,45.4,mm,5.7,mm,1010.5,hPa,985.2,hPa,18.6,kph
